identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
DFO_A-2018-01131,data/atip-files/DFO ATIPS/DFO_A-2018-01131.pdf,"Memo for the Minister: Aquaculture Technology Study

Note de service à l’intention du ministre : Étude sur les technologies aquacoles",A-2018-01131,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01132,data/atip-files/DFO ATIPS/DFO_A-2018-01132.pdf,"Memo for the Minister: Northwest Atlantic Fisheries Organization: Update on Negotiations with the United States

Note de service à l'intention du ministre : Organisation des pêches de l’Atlantique Nord-Ouest – le point sur les négociations avec les États-Unis",A-2018-01132,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01133,data/atip-files/DFO ATIPS/DFO_A-2018-01133.pdf,"Memo for the Deputy Minister: Meeting with Mark Lamarre, Chief Executive Officer and Tim Page, Vice-President, Government Relations of Seaspan on December 12, 2018

Note de service à l’intention de la sous-ministre : Rencontre avec Mark Lamarre, chef de la direction, et Tim Page, vice-président, Relations gouvernementales de Seaspan le 12 décembre 2018",A-2018-01133,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01134,data/atip-files/DFO ATIPS/DFO_A-2018-01134.pdf,"Memo for the Minister: Meeting with Mingan Island Cetacean Study on December 11, 2018

Note de service à l’intention du ministre : Réunion avec la Station de recherche des Îles Mingan le 11 décembre 2018",A-2018-01134,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-02,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01166,data/atip-files/DFO ATIPS/DFO_A-2018-01166.pdf,"2018 ESSR Harvest Plans and licenses for marked and unmarked Coho Salmon in the South Coast, Pacific Region

Plans et permis de pêche des excédents de saumons cohos géniteurs marqués et non marqués pour 2018 dans le secteur de la côte sud de la région du Pacifique",A-2018-01166,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01179,data/atip-files/DFO ATIPS/DFO_A-2018-01179.pdf,"Documents pertaining to an incident in January 2019 at Port Metro Vancouver’s Vanterm facility where a gantry crane collapsed on the container vessel EVER SUMMIT

Documents sur un incident survenu en janvier 2019 à l'installation Vanterm du port de Vancouver : effondrement d'un pont-portique sur le porte-conteneurs EVER SUMMIT",A-2018-01179,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01192,data/atip-files/DFO ATIPS/DFO_A-2018-01192.pdf,"Documents demonstrating the budget allocated annually and the expenditure breakdown for the Small Craft Harbours Program from 2014 to 2019

Documents démontrant le budget octroyé annuellement et la ventilation des dépenses du Programme des Ports pour petits bateaux de 2014 à 2019",A-2018-01192,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01193,data/atip-files/DFO ATIPS/DFO_A-2018-01193.pdf,"Documents from January 2018 to February 2019 relating to potential new implementation of dockside monitoring in the Maritimes and/or Gulf region for the inshore lobster fishery

Documents produits de janvier 2018 à février 2019 concernant la nouvelle mise en œuvre possible de la vérification à quai dans la région des maritimes et/ou du golfe pour la pêche côtière du homard",A-2018-01193,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-11,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01194,data/atip-files/DFO ATIPS/DFO_A-2018-01194.pdf,"Documents about the approval and publishing of a tweet by the DFO twitter account on February 14, 2019

Documents sur l'approbation et la publication d'un gazouillis envoyé par le compte Twitter du MPO le 14 février 2019",A-2018-01194,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01211,data/atip-files/DFO ATIPS/DFO_A-2018-01211.mp4,"March 2018 video pertaining to the retrieval of a Rigid Hulled Inflatable Boat

Vidéo de mars 2018 portant sur l’extraction d’un canot pneumatique à coque rigide",A-2018-01211,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-05,TRUE,TRUE,movies,NA,TRUE
DFO_A-2018-01212,data/atip-files/DFO ATIPS/DFO_A-2018-01212.pdf,"March 2018 table illustrating various sea conditions by situation and the probabilities of Midshore Patrol Vessels being anchored based on these conditions

Tableau de mars 2018 illustrant les diverses conditions maritimes par situation ainsi que les probabilités que les patrouilleurs semi-hauturiers soient ancrés en fonction de ces conditions",A-2018-01212,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01213,data/atip-files/DFO ATIPS/DFO_A-2018-01213.pdf,"March 2018 report regarding Midshore Patrol Vessel CCGS Peddle

Rapport de mars 2018 sur le NGCC Peddle, un patrouilleur semi-hauturier",A-2018-01213,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01240,data/atip-files/DFO ATIPS/DFO_A-2018-01240.wav,"Documents related to the damage done to the tug FJORD SAGUENAY when assisting the Nord Montreal vessel in January 2017

Documents sur les dommages subis par le remorqueur FJORD SAGUENAY lorsqu'il est venu en aide au navire Nord Montreal en janvier 2017",A-2018-01240,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,audio,NA,TRUE
DFO_A-2018-01247,data/atip-files/DFO ATIPS/DFO_A-2018-01247.pdf,"Documents pertaining to a tweet sent by DFO's twitter account on February 14, 2019

Documents sur un gazouillis publié par le compte Twitter du MPO le 14 février 2019",A-2018-01247,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01250,data/atip-files/DFO ATIPS/DFO_A-2018-01250.pdf,"Briefing material from January 2018 to February 2019 dealing with the Vancouver Shipyards, the Offshore Fisheries Science Vessel, the Offshore Oceanographic Vessel and the Polar Icebreaker projects

Documents d’information de janvier 2018 à février 2019 portant sur le chantier naval Vancouver Shipyards et les projets de navire hauturier de sciences halieutiques, de navire hauturier de recherche océanographique et de brise-glace polaire",A-2018-01250,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-09,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01251,data/atip-files/DFO ATIPS/DFO_A-2018-01251.pdf,"Briefing material from January 2018 to February 2019 concerning with the conversion and purchase of icebreakers from Chantier Davie

Documents d’information de janvier 2018 à février 2019 concernant la conversion entourant les brise-glace du Chantier Davie et leur achat",A-2018-01251,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-08,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01264,data/atip-files/DFO ATIPS/DFO_A-2018-01264.pdf,"Documents from the ADM level and above from August 2018 to March 2019 pertaining to steelhead trout

Documents du niveau du SMA ou supérieur d’août 2018 à mars 2019 concernant la truite arc-en-ciel",A-2018-01264,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-11,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01269,data/atip-files/DFO ATIPS/DFO_A-2018-01269.pdf,"List of inshore commercial fishing license holders for Newfoundland and Labrador for 2017 and 2018

Liste des détenteurs de permis de pêche commerciale côtière à T.-N.-L. en 2017 et en 2018",A-2018-01269,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01272,data/atip-files/DFO ATIPS/DFO_A-2018-01272.pdf,"Communications between the Eastern Shore Fishermen’s Protective Association and the Maritimes Region for 2019 on Marine Protected Areas and Areas of Interest

Communications entre la Eastern Shore Fishermen’s Protective Association et la région des Maritimes à propos des zones de protection marines et des zones d'intérêt pour 2019",A-2018-01272,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01279,data/atip-files/DFO ATIPS/DFO_A-2018-01279.pdf,"Communications between the Eastern Shore Fishermen’s Protective Association and the Maritimes Region for 2017 on Marine Protected Areas and Areas of Interest

Communications entre la Eastern Shore Fishermen’s Protective Association et la région des Maritimes sur les zones de protection marines et les zones d'intérêt pour 2017",A-2018-01279,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-03,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01283,data/atip-files/DFO ATIPS/DFO_A-2018-01283.pdf,"Documents related to the GC talent cloud project from inception to December 2018

Documents liés au projet Nuage de talents du gouvernement du Canada, de sa création jusqu’en décembre 2018",A-2018-01283,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-08,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01307,data/atip-files/DFO ATIPS/DFO_A-2018-01307.pdf,"Documents from January to March 2019 related to a site visit at Stewart Slough in British Columbia to assess potential effects to fish and fish habitat maintenance work conducted by Trans Mountain

Documents rédigés entre janvier et mars 2019 concernant une visite sur place tenue à Stewart Slough, en Colombie-Britannique, pour évaluer les effets potentiels sur le poisson et l’habitat du poisson des travaux d’entretien effectués par Trans Mountain",A-2018-01307,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-07,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01314,data/atip-files/DFO ATIPS/DFO_A-2018-01314.pdf,"Documents providing the number of ropeless lobster and crab fishery gear testing including DFO funding of ropeless gear testing and initiatives to reduce Right Whale entanglement from 2017-2018

Documents qui indiquent le nombre de mises à l’essai des engins sans corde pour les pêches au homard et au crabe, y compris le financement du MPO pour les mises à l’essai et les initiatives d’engins sans corde pour réduire les empêtrements de baleines noires comparativement à 2017-2018",A-2018-01314,Fisheries and Oceans Canada | Pêches et Océans Canada,2020-01,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01350,data/atip-files/DFO ATIPS/DFO_A-2018-01350.pdf,"Documents relating to an incident between the M/V Caravos Harmony and M/V Pan Acacia in Vancouver, B.C., on March 17, 2019

Documents relatifs à un incident survenu entre le navire à moteur Caravos Harmony et le navire à moteur Pan Acacia à Vancouver, C.-B., le 17 mars 2019",A-2018-01350,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-08,TRUE,TRUE,text,NA,TRUE
DFO_A-2018-01387,data/atip-files/DFO ATIPS/DFO_A-2018-01387.pdf,"Correspondence from March 11 to March 18, 2019 sent or received by Byron Nutton, Senior Biologist, Pacific Region

Correspondance du 11 au 18 mars 2019 envoyée ou reçue par Byron Nutton, biologiste principal, région du Pacifique",A-2018-01387,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-09,TRUE,TRUE,text,NA,TRUE
DFO_A-2019-00005-1,data/atip-files/DFO ATIPS/DFO_A-2019-00005-1.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-1,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-10,data/atip-files/DFO ATIPS/DFO_A-2019-00005-10.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-10,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-11,data/atip-files/DFO ATIPS/DFO_A-2019-00005-11.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-11,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-12,data/atip-files/DFO ATIPS/DFO_A-2019-00005-12.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-12,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-13,data/atip-files/DFO ATIPS/DFO_A-2019-00005-13.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-13,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-14,data/atip-files/DFO ATIPS/DFO_A-2019-00005-14.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-14,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-15,data/atip-files/DFO ATIPS/DFO_A-2019-00005-15.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-15,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-16,data/atip-files/DFO ATIPS/DFO_A-2019-00005-16.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-16,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-17,data/atip-files/DFO ATIPS/DFO_A-2019-00005-17.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-17,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-18,data/atip-files/DFO ATIPS/DFO_A-2019-00005-18.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-18,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-19,data/atip-files/DFO ATIPS/DFO_A-2019-00005-19.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-19,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-2,data/atip-files/DFO ATIPS/DFO_A-2019-00005-2.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-2,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
DFO_A-2019-00005-20,data/atip-files/DFO ATIPS/DFO_A-2019-00005-20.mp3,"Documents related to the damage of a submarine fibre optic cable in February 2019 in Newfoundland

Documents relatifs à l’endommagement d’un câble sous-marin à fibres optiques en février 2019 à Terre-Neuve",A-2019-00005-20,Fisheries and Oceans Canada | Pêches et Océans Canada,2019-04,TRUE,TRUE,audio,NA,TRUE
